seed 424242 / D11: 2 machines, 346 products
instance #202: 1 match(es); machine #1 CE14 feature #5 source #1/#5
machine #1 CE14 reward_sentinel_sanctuary committed; interior expansion 3 iterations, +396 cells
  feature #0 placed 157 placements / 1 iterations; request={"terrain":"MARBLE_FLOOR","instanceCount":[0,0],"minimum":0,"flags":["MF_EVERYWHERE"]}
  feature #1 placed 111 placements / 1 iterations; request={"terrain":"CRYSTAL_WALL","instanceCount":[0,0],"minimum":0,"flags":["MF_BUILD_IN_WALLS","MF_EVERYWHERE"]}
  feature #2 placed 1 placements / 1 iterations; request={"terrain":"PEDESTAL","itemCategory":"SCROLL","itemId":"scroll_of_enchantment","instanceCount":[1,1],"minimum":1,"flags":["MF_GENERATE_ITEM","MF_ALTERNATIVE","MF_TREAT_AS_BLOCKING","MF_NOT_IN_HALLWAY","MF_FAR_FROM_ORIGIN"]}
  feature #3 skipped 0 placements / 0 iterations; request={"terrain":"PEDESTAL","itemCategory":"POTION","itemId":"potion_of_life","instanceCount":[1,1],"minimum":1,"flags":["MF_GENERATE_ITEM","MF_ALTERNATIVE","MF_TREAT_AS_BLOCKING","MF_NOT_IN_HALLWAY","MF_FAR_FROM_ORIGIN"]}
  feature #4 placed 30 placements / 1 iterations; request={"terrain":"MACHINE_GLYPH","instanceCount":[30,35],"minimum":20,"flags":["MF_PERMIT_BLOCKING"]}
  feature #5 placed 3 placements / 1 iterations; request={"terrain":"STATUE_INERT","monsterId":"sentinel","instanceCount":[3,5],"minimum":3,"flags":["MF_TREAT_AS_BLOCKING","MF_NOT_IN_HALLWAY"]}
  feature #6 placed 13 placements / 1 iterations; request={"terrain":"STATUE_INERT","monsterId":"sentinel","instanceCount":[10,15],"minimum":8,"flags":["MF_BUILD_IN_WALLS"]}
  feature #7 placed 6 placements / 1 iterations; request={"monsterId":"stone_guardian","instanceCount":[4,6],"minimum":4,"flags":["MF_TREAT_AS_BLOCKING"]}
  feature #8 placed 1 placements / 1 iterations; request={"monsterId":"winged_guardian","instanceCount":[0,2],"minimum":0,"flags":["MF_TREAT_AS_BLOCKING"]}
  feature #9 placed 3 placements / 1 iterations; request={"itemCategory":"SCROLL|POTION","instanceCount":[2,3],"minimum":2,"flags":["MF_GENERATE_ITEM","MF_TREAT_AS_BLOCKING","MF_NOT_IN_HALLWAY"]}
  terrain #- MARBLE_FLOOR @27,4 from feature #0
  terrain #- MARBLE_FLOOR @21,11 from feature #0
  terrain #- MARBLE_FLOOR @19,2 from feature #0
  terrain #- MARBLE_FLOOR @5,12 from feature #0
  terrain #- MARBLE_FLOOR @34,7 from feature #0
  terrain #- MARBLE_FLOOR @32,6 from feature #0
  terrain #- MARBLE_FLOOR @26,3 from feature #0
  terrain #- MARBLE_FLOOR @23,3 from feature #0
  terrain #- MARBLE_FLOOR @30,6 from feature #0
  terrain #- MARBLE_FLOOR @37,8 from feature #0
  terrain #- MARBLE_FLOOR @20,7 from feature #0
  terrain #- MARBLE_FLOOR @37,10 from feature #0
  terrain #- MARBLE_FLOOR @27,6 from feature #0
  terrain #- MARBLE_FLOOR @17,3 from feature #0
  terrain #- MARBLE_FLOOR @6,14 from feature #0
  terrain #- MARBLE_FLOOR @20,5 from feature #0
  terrain #- MARBLE_FLOOR @20,2 from feature #0
  terrain #- MARBLE_FLOOR @33,7 from feature #0
  terrain #- MARBLE_FLOOR @10,6 from feature #0
  terrain #- MARBLE_FLOOR @4,11 from feature #0
  terrain #- MARBLE_FLOOR @5,10 from feature #0
  terrain #- MARBLE_FLOOR @17,4 from feature #0
  terrain #- MARBLE_FLOOR @36,8 from feature #0
  terrain #- MARBLE_FLOOR @38,10 from feature #0
  terrain #- MARBLE_FLOOR @7,6 from feature #0
